nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
ALCOA-1,E_ALCOA-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Alcoa,CONRAD,-1.1,40.5,C,0.0211515,-0.44,-0.44,16.2,16.2,TRUE,FALSE,_K,South Wales,
BARNB-1,E_BARNB-1,,,SMS Energy Services Limited,E,TRUE,Hunningley Stairfoot BESS,SMS1ENES,-40.602,40.383,C,0.0044623,-16.241,-16.241,16.153,16.153,TRUE,FALSE,_M,Yorkshire,
AG-ALIM01,2__ALIME000,,,Limejump Energy Limited,G,FALSE,2__ALIME000,ANGEL,0,40,C,0.0078652,0,0,8.8,8.8,FALSE,FALSE,_A,Eastern GSP Group,
AG-ASTK01,2__ASTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_A2,STATKRA1,0,40,C,0.0083715,0,0,8.4,8.4,FALSE,FALSE,_A,Eastern GSP Group,
AG-GEDF03,2__GLOND003,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate NW Eng 3,LENCO,-2,40,C,0.0039537,-0.182,-0.117,3.64,2.344,FALSE,FALSE,_G,North Western,
CAS-GAR01,M_CAS-GAR01,48W000CAS-GAR01H,NPSHYD,SSE Generation Ltd,T,TRUE,Garry Cascade,SSEGEN,-0.84,40,P,-0.0560366,-0.336,-0.336,16,16,TRUE,FALSE,,,
MNW-EON01,2__DEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__DEOND000,NITTWO01,-184,40,C,0.01133,-99.305,-97.483,21.588,21.192,FALSE,FALSE,_D,Merseyside and North Wales,
NURSB-1,T_NURSB-1,,,EDF Energy Customers Limited,T,TRUE,Nursling Battery Storage,LENCO,-40,40,C,0.0225389,-16,-16,16,16,TRUE,FALSE,,,
RDSCR-1,E_RDSCR-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Redscar,CONRAD,0,40,C,0.0039537,0,0,16,16,TRUE,FALSE,_G,North Western,
SHILB-1,E_SHILB-1,,OTHER,Affect Energy Ltd,E,FALSE,Shilton Lane BESS,COPPER,-40,40,C,-0.0377779,-3.744,-3.744,3.744,3.744,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
SLOY-4,M_SLOY-4,48W000000SLOY-46,NPSHYD,SSE Generation Ltd,T,TRUE,Sloy G4,SSEGEN,-0.02,40,P,-0.0560366,-0.008,-0.008,16,16,TRUE,FALSE,,,
SUDME-1,E_SUDME-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Sudmeadow,CONRAD,-1.1,40,C,0.0217983,-0.44,-0.44,16,16,TRUE,FALSE,_E,Midlands,
SWT-ENR01,2__LENRD000,,,British Gas Trading Ltd,G,TRUE,2__LENRD000,BRITGAS,-131.615,40,C,0.024847,-65.176,-45.447,19.808,13.812,FALSE,FALSE,_L,South Western,
TMNCW-1,C__PSTAT011,,WIND,Statkraft Markets Gmbh,S,TRUE,C__PSTAT011-AAA-NAN-184,STATKRA1,0,40,C,-0.0560366,0,0,10.148,10.148,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
TEBWB-1,T_TEBWB-1,,,Arenko Cleantech Limited,T,TRUE,Tebworth BESS Power Park,AG,-39.9,39.9,C,0.0083715,-3.735,-3.735,3.735,3.735,FALSE,FALSE,,,
TEBWS-1,T_TEBWS-1,,,Sundon Green Limited,T,TRUE,Tebworth PV Power Park,SUNDONGR,-1,39.9,P,0.0083715,-0.4,-0.4,15.96,15.96,TRUE,FALSE,,,
NWP-OCT01,2__GMRCY000,,,Octopus Energy Limited,G,TRUE,2__GMRCY000,MERCURY,-502.101,39.4,C,0.0039537,-253.059,-262.147,19.858,20.571,FALSE,FALSE,_G,North Western,
AG-HSTK07,2__HSTAT007,,,Statkraft Markets Gmbh,S,TRUE,STAT_H8,STATKRA1,-39,39,C,0.0225389,-15.331,-13.358,15.331,13.358,FALSE,FALSE,_H,Southern,
NSC-TIL01,2__PTILL000,,,British Gas Trading Ltd,G,TRUE,2__PTILL000,BRITGAS,-84.766,38.562,C,-0.0560366,-40.84,-42.569,18.579,19.366,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
EAS-HVN01,2__AHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__AHAVE000,HAVEN,0,38.28,C,0.0083715,0,0,8.039,8.039,FALSE,FALSE,_A,Eastern GSP Group,
MINSW-1,E_MINSW-1,48W00000MINSW-1U,WIND,Mobius Renewables Gen. (GB),E,TRUE,Minsca Wind Farm,AIRGEN,-0.26,38.123,C,-0.0377779,-0.104,-0.104,15.249,15.249,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
AIRSW-1,E_AIRSW-1,,WIND,ENGIE Power Limited,E,TRUE,Airies,RWETDL,0,38,C,-0.0377779,0,0,15.2,15.2,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
EWHLW-1,T_EWHLW-1,48W00000EWHLW-1U,WIND,SP Renewables (UK) Limited,T,TRUE,Ewe Hill II Windfarm,SPCRE01,-2,38,P,-0.0377779,-0.8,-0.8,15.2,15.2,TRUE,FALSE,,,
STH-GDF01,2__HRWED000,,,ENGIE Power Limited,G,TRUE,2__HRWED000,RWETDL,-238,38,C,0.0225389,-170.432,-146.37,27.212,23.37,FALSE,FALSE,_H,Southern,
STH-HPW01,2__HHPOW000,,,Drax Energy Solutions Limited,G,TRUE,2__HHPOW000,HAVEN,-301.003,38,C,0.0225389,-252.301,-233.729,31.852,29.507,FALSE,FALSE,_H,Southern,
TWSHW-1,T_TWSHW-1,,WIND,Twentyshilling Limited,T,TRUE,Twenty Shilling Wind Farm,TWENTYSH,-7.324,37.8,P,-0.0377779,-2.93,-2.93,15.12,15.12,TRUE,FALSE,,,
CLDRW-1,E_CLDRW-1,48W00000CLDRW-16,WIND,Vattenfall Energy Trading,E,TRUE,CLDRW-1,VTS,0,37,C,-0.0560366,0,0,14.8,14.8,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
NEE-OCT01,2__FMRCY000,,,Octopus Energy Limited,G,TRUE,2__FMRCY000,MERCURY,-333.398,37,C,-0.0004839,-177.968,-183.669,19.751,20.383,FALSE,FALSE,_F,_F - Northern,
ABRTW-1,E_ABRTW-1,48W00000ABRTW-1Z,WIND,Npower Commercial Gas Limited,E,TRUE,Auchrobert Wind Farm,NPOWER02,-10,36,C,-0.0377779,-4,-4,14.4,14.4,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-DEDF01,2__DLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate MANWEB01,LENCO,-2,36,C,0.01133,-0.094,-0.065,1.699,1.163,FALSE,FALSE,_D,Merseyside and North Wales,
GRGRW-1,E_GRGRW-1,,WIND,Greengairs East Wind Farm Ltd,E,TRUE,Greengairs East WF-1,GEWF0422,-0.5,36,P,-0.0377779,-0.2,-0.2,14.4,14.4,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
YEP-ENR01,2__MENRD000,,,British Gas Trading Ltd,G,TRUE,2__MENRD000,BRITGAS,-189.275,36,C,0.0044623,-99.843,-67.874,18.99,12.91,FALSE,FALSE,_M,Yorkshire,
CONTB-1,E_CONTB-1,,,Tesla Motors Limited,E,TRUE,Contego Battery,TESLA,-34.445,35.8,P,0.0136162,-13.778,-13.778,14.32,14.32,TRUE,FALSE,_J,South Eastern,
AG-DSMA01,2__DSMAE001,,,Smartestenergy Limited,S,TRUE,2__DSMAE001,SMARTEST,0,35.786,C,0.01133,0,0,7.515,7.515,FALSE,FALSE,_D,Merseyside and North Wales,
AG-MCAM01,2__MCMRO002,48W000AG-MCAM01O,,BGI Trading Limited,S,TRUE,2__MCMRO002,CAMARO,-35.475,35.572,C,0.0044623,-14.332,-12.32,14.371,12.354,FALSE,FALSE,_M,Yorkshire,
NSC-HVN01,2__PHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__PHAVE000,HAVEN,0,35.5,C,-0.0560366,0,0,7.455,7.455,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
ASHWW-1,E_ASHWW-1,48W00000ASHWW-1Z,WIND,Statkraft Markets Gmbh,E,TRUE,Andershaw Wind Farm,STATKRA1,-1,35,P,-0.0377779,-0.4,-0.4,14,14,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
BLARW-1,E_BLARW-1,,WIND,Erova Energy Limited,E,TRUE,E_BLARW-1,EROVAIRL,0,35,C,-0.0560366,0,0,14,14,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
MID-AXPO1,2__EAXPO000,,,AXPO UK LIMITED,G,FALSE,2__EAXPO000,EGLUK,-20.244,35,C,0.0217983,1.247,-0.828,-2.156,1.432,FALSE,FALSE,_E,Midlands,
POTES-1,E_POTES-1,,,Arenko Cleantech Limited,E,TRUE,Port of Tyne Energy Storage,AG,-35,35,C,-0.0004839,-14,-14,14,14,TRUE,FALSE,_F,_F - Northern,
NEE-HVN01,2__FHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__FHAVE000,HAVEN,0,34.98,C,-0.0004839,0,0,7.346,7.346,FALSE,FALSE,_F,_F - Northern,
ARBRB-1,E_ARBRB-1,,OTHER,Affect Energy Ltd,E,TRUE,Arbroath Battery Storage,COPPER,-35.597,34,C,-0.0560366,-14.239,-14.239,13.6,13.6,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
PIBUW-1,E_PIBUW-1,,WIND,Npower Commercial Gas Limited,E,TRUE,Pines Burn Wind Farm,NPOWER02,0,34,P,-0.0377779,0,0,13.6,13.6,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
MNW-OCT01,2__DMRCY000,,,Octopus Energy Limited,G,TRUE,2__DMRCY000,MERCURY,-270.343,33.671,C,0.01133,-129.738,-136.172,16.159,16.96,FALSE,FALSE,_D,Merseyside and North Wales,
FBPG01,2__FBPGM001,,,BP Gas Marketing Limited,S,TRUE,Wormald Green BESS,BPGAS,-33.6,33.6,C,-0.0004839,-0.38,-0.46,0.38,0.46,FALSE,FALSE,_F,_F - Northern,
DNBAR-1,2__NSMAE001,,BIOMASS,Smartestenergy Limited,S,TRUE,2__NSMAE001,SMARTEST,0,33.386,C,-0.0377779,0,0,7.011,7.011,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
GFLDW-1,E_GFLDW-1,48W00000GFLDW-11,,Edgware Energy Limited,E,TRUE,Goole Fields Wind Farm,EDGWARE,-0.22,32.8,C,0.0044623,-0.088,-0.088,13.12,13.12,TRUE,FALSE,_M,Yorkshire,
DRAXX-10G,T_DRAXX-10G,48W000DRAXX-10G9,OCGT,Drax Power Ltd,T,TRUE,T_DRAXX-10G,DRAX,0,32.728,P,0.0044623,0,0,13.091,13.091,TRUE,FALSE,,,
DRAXX-9G,T_DRAXX-9G,48W0000DRAXX-9GR,OCGT,Drax Power Ltd,T,TRUE,T_DRAXX-9G,DRAX,-1.04,32.454,P,0.0044623,-0.416,-0.416,12.982,12.982,TRUE,FALSE,,,
NWP-SPC01,2__GSPOW000,,,SP Energy Retail Ltd,G,TRUE,2__GSPOW000,SPSUP01,-174.8,32.2,C,0.0039537,-80.216,-77.174,14.777,14.216,FALSE,FALSE,_G,North Western,
SANQW-1,T_SANQW-1,48W00000SANQW-1B,WIND,SANQUHAR CWCL,T,TRUE,SANQUHAR,SCWCL,0,32.08,P,-0.0377779,0,0,12.832,12.832,TRUE,FALSE,,,
AG-GSTK17,2__GSTAT017,,,Statkraft Markets Gmbh,S,TRUE,STAT_G18,STATKRA1,0,32,C,0.0039537,0,0,6.72,6.72,FALSE,FALSE,_G,North Western,
BAGE-2,T_BAGE-2,48W000000BAGE-2J,CCGT,Baglan Operations Ltd,T,TRUE,BAGE-2,BAGLAN,-8,32,P,0.0124353,-3.2,-3.2,12.8,12.8,TRUE,FALSE,,,
DRAXX-12G,T_DRAXX-12G,48W000DRAXX-12G3,OCGT,Drax Power Ltd,T,TRUE,T_DRAXX-12G,DRAX,0,32,P,0.0044623,0,0,12.8,12.8,TRUE,FALSE,,,
TDBNW-1,T_TDBNW-1,48W00000TDBNW-1W,WIND,SSE Generation Ltd,T,TRUE,Toddleburn,SSEGEN,-1,31.6,P,-0.0377779,-0.4,-0.4,12.64,12.64,TRUE,FALSE,,,
SWBKW-1,E_SWBKW-1,,WIND,Vattenfall Energy Trading,E,TRUE,Solwaybank WF,VTS,0,31,C,-0.0377779,0,0,12.4,12.4,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
WBURB-41,T_WBURB-41,48W0000WBURB-41Z,OTHER,West Burton B Limited,T,TRUE,West Burton B Battery,WESTBURB,-30,31,P,0.0149883,-12,-12,12.4,12.4,TRUE,FALSE,,,
WBURB-43,T_WBURB-43,48W0000WBURB-43V,OTHER,West Burton B Limited,T,TRUE,West Burton B Battery,WESTBURB,-30.338,31,P,0.0149883,-12.135,-12.135,12.4,12.4,TRUE,FALSE,,,
NFSE02,2__NFSEN007,,,F & S Energy Ltd.,S,TRUE,2__NFSENOK7,FSE0001,-29.519,30.674,C,-0.0146251,5.349,5.343,-5.558,-5.552,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
CNCLW-1,E_CNCLW-1,,WIND,Statkraft Markets Gmbh,E,TRUE,Coire Na Cloiche WF,STATKRA1,0,30.52,P,-0.0560366,0,0,12.208,12.208,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
AG-DSTK07,2__DSTAT007,,,Statkraft Markets Gmbh,S,TRUE,STAT_D8,STATKRA1,0,30,C,0.01133,0,0,6.3,6.3,FALSE,FALSE,_D,Merseyside and North Wales,
AG-NEDF01,2__NLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S Scotland 01,LENCO,-2,30,C,-0.0377779,-0.145,-0.095,2.172,1.431,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
DALSW-1,E_DALSW-1,48W00000DALSW-1M,WIND,Mobius Renewables Gen. (GB),E,TRUE,Dalswinton Windfarm,AIRGEN,-0.14,30,C,-0.0377779,-0.056,-0.056,12,12,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
EMD-NPE01,2__BNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC East Mid Area NATP,NPOWER02,-264,30,C,0.0149883,-151.774,-90.05,17.247,10.233,FALSE,FALSE,_B,East Midlands,
GRAI1G,T_GRAI1G,48W000000GRAI1GA,OCGT,Uniper UK Limited,T,TRUE,T_GRAI1G,EECL,0,30,P,0.0136162,0,0,12,12,TRUE,FALSE,,,
HALSW-1,T_HALSW-1,,WIND,SP Renewables (UK) Limited,T,TRUE,Halsary Windfarm,SPCRE01,-1,30,P,-0.0560366,-0.4,-0.4,12,12,TRUE,FALSE,,,
HRHLW-1,E_HRHLW-1,,WIND,SP Renewables (UK) Limited,E,TRUE,Hare Hill Extension Windfarm,SPCRE01,-2,30,P,-0.0377779,-0.8,-0.8,12,12,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
HYWDW-1,E_HYWDW-1,48W00000HYWDW-1G,WIND,HYWINDSC,E,TRUE,Hywind Generator BMU1,HYWINDSC,-0.803,30,P,-0.0560366,-0.321,-0.321,12,12,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
JAMBB-1,E_JAMBB-1,,OTHER,Tesla Motors Limited,E,TRUE,Jamesfield 1 Battery Storage,TESLA,-30,30,P,-0.0560366,-12,-12,12,12,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
KEADGT-3,T_KEADGT-3,48W0000KEADGT-3O,OCGT,Keadby Generation Limited,T,TRUE,KGL GT 3,KGL,-0.2,30,P,0.0044623,-0.08,-0.08,12,12,TRUE,FALSE,,,
MID-TFE01,2__ETGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__ETGPL000,TFEGP,-301.183,30,C,0.0217983,-148.182,-105.023,14.76,10.461,FALSE,FALSE,_E,Midlands,
NSC-LON01,2__PLOND000,,,EDF Energy Customers Limited,G,TRUE,Default LOND BMU for _P,LENCO,-160,30,C,-0.0560366,-62.592,-39.008,11.736,7.314,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
NTAWB-1,E_NTAWB-1,,,SMS Energy Services Limited,E,FALSE,North Tawton BESS,SMS1ENES,-30,30,C,0.0247256,-2.808,-2.808,2.808,2.808,FALSE,FALSE,_L,South Western,
SWT-AXPO1,2__LAXPO000,,,AXPO UK LIMITED,G,FALSE,2__LAXPO000,EGLUK,-10,30,C,0.024847,2.683,0.756,-8.049,-2.268,FALSE,FALSE,_L,South Western,
AG-HEDF01,2__HLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E 01,LENCO,-36.83,29.782,C,0.0173987,-16.069,-14.279,12.994,11.546,FALSE,FALSE,_H,Southern,
BETHW-1,E_BETHW-1,48W00000BETHW-1H,WIND,SP Renewables (UK) Limited,E,TRUE,BETHW-1,SPCRE01,-5.7,29.75,P,-0.0560366,-2.28,-2.28,11.9,11.9,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
DNLWW-1,T_DNLWW-1,,WIND,SP Renewables (UK) Limited,T,TRUE,Dunlaw Extension,SPCRE01,-2,29.75,P,-0.0377779,-0.8,-0.8,11.9,11.9,TRUE,FALSE,,,
SWT-HVN01,2__LHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__LHAVE000,HAVEN,0,29.72,C,0.024847,0,0,6.241,6.241,FALSE,FALSE,_L,South Western,
GRAI4G,T_GRAI4G,48W000000GRAI4G1,OCGT,Uniper UK Limited,T,TRUE,T_GRAI4G,EECL,0,29.67,P,0.0136162,0,0,11.868,11.868,TRUE,FALSE,,,
EAS-NPE01,2__ANATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC Eastern Area NATP,NPOWER02,-268,28,C,0.0083715,-155.252,-96.051,16.22,10.035,FALSE,FALSE,_A,Eastern GSP Group,
HLGLW-1,E_HLGLW-1,48W00000HLGLW-1F,WIND,ENGIE Power Limited,E,TRUE,Hill of Glaschyle,RWETDL,-0.4,28,C,-0.0560366,-0.16,-0.16,11.2,11.2,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
NWP-NPE01,2__GNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC NORWEB Area NATP,NPOWER02,-304,28,C,0.0039537,-192.128,-145.282,17.696,13.381,FALSE,FALSE,_G,North Western,
SSC-LON01,2__NLOND000,,,EDF Energy Customers Limited,G,TRUE,Default LOND BMU for _N,LENCO,-460,28,C,-0.0377779,-236.808,-184.23,14.414,11.214,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
WHIHW-1,T_WHIHW-1,48W00000WHIHW-15,WIND,Whiteside Hill,T,TRUE,Whiteside Hill WF,WHWF1985,-0.1,27.52,P,-0.0377779,-0.04,-0.04,11.008,11.008,TRUE,FALSE,,,
GLCHW-1,E_GLCHW-1,,WIND,ENGIE Power Limited,E,TRUE,Glenchamber,RWETDL,0,27.44,C,-0.0377779,0,0,10.976,10.976,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
PINFB-1,T_PINFB-1,,OTHER,Zenobe Capenhurst Limited,T,TRUE,T_PINFB-1,ZENOBE2,-27.88,27.08,C,0.01133,-0.284,-0.284,0.276,0.276,FALSE,FALSE,,,
BDCHW-1,T_BDCHW-1,,WIND,RWE Generation UK plc,T,TRUE,Bad a Cheo Wind Farm,INNOGY01,-1,27,P,-0.0560366,-0.4,-0.4,10.8,10.8,TRUE,FALSE,,,
GLOFW-1,E_GLOFW-1,48W00000GLOFW-15,WIND,Glens of Foudland Ltd,E,TRUE,Glens of Foudland,GOFPOWER,-2,26.7,C,-0.0560366,-0.8,-0.8,10.68,10.68,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
MNW-TIL01,2__DTILL000,,,British Gas Trading Ltd,G,TRUE,2__DTILL000,BRITGAS,-244.294,26.23,C,0.01133,-120.755,-125.86,12.965,13.514,FALSE,FALSE,_D,Merseyside and North Wales,
AG-ELIM01,2__ELIME000,,,Limejump Energy Limited,G,FALSE,2__ELIME000,ANGEL,0,26,C,0.0217983,0,0,5.46,5.46,FALSE,FALSE,_E,Midlands,
ASLVW-1,E_ASLVW-1,,WIND,Npower Commercial Gas Limited,E,TRUE,Assel Valley Wind Farm,NPOWER02,-6,26,C,-0.0377779,-2.4,-2.4,10.4,10.4,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
PINFB-2,T_PINFB-2,,OTHER,Zenobe Capenhurst Limited,T,TRUE,T_PINFB-2,ZENOBE2,-26.82,26,C,0.01133,-0.287,-0.287,0.278,0.278,FALSE,FALSE,,,
PINFB-3,T_PINFB-3,,OTHER,Zenobe Capenhurst Limited,T,TRUE,T_PINFB-3,ZENOBE2,-26,26,C,0.01133,-0.252,-0.252,0.252,0.252,FALSE,FALSE,,,
PINFB-4,T_PINFB-4,,OTHER,Zenobe Capenhurst Limited,T,TRUE,T_PINFB-4,ZENOBE2,-26,26,C,0.01133,-0.237,-0.237,0.237,0.237,FALSE,FALSE,,,
SWA-EON01,2__KEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__KEOND000,NITTWO01,-104,26,C,0.0211515,-52.447,-53.352,13.112,13.338,FALSE,FALSE,_K,South Wales,
SWA-OCT01,2__KMRCY000,,,Octopus Energy Limited,G,TRUE,2__KMRCY000,MERCURY,-178.311,26,C,0.0211515,-72.252,-78.403,10.535,11.432,FALSE,FALSE,_K,South Wales,
ERRO-3,T_ERRO-3,48W000000ERRO-3L,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G3,SSEGEN,-0.02,25.66,P,-0.0560366,-0.008,-0.008,10.264,10.264,TRUE,FALSE,,,
BLKPB-1,E_BLKPB-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Blackpool,CONRAD,-25.3,25.3,C,0.0039537,-10.12,-10.12,10.12,10.12,TRUE,FALSE,_G,North Western,
ERRO-1,T_ERRO-1,48W000000ERRO-1P,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G1,SSEGEN,-0.068,25.3,P,-0.0560366,-0.027,-0.027,10.12,10.12,TRUE,FALSE,,,
ERRO-2,T_ERRO-2,48W000000ERRO-2N,NPSHYD,SSE Generation Ltd,T,TRUE,Errochty G2,SSEGEN,-0.02,25.26,P,-0.0560366,-0.008,-0.008,10.104,10.104,TRUE,FALSE,,,
AG-NHAV01,2__NHPOW001,,,Drax Energy Solutions Limited,S,TRUE,2__NHPOW001,HAVEN,0,25,C,-0.0377779,0,0,8.06,8.06,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
DIDC01G,E_DIDC1G,48W00000DIDC01G1,OCGT,RWE Generation UK plc,E,TRUE,Didcot OCGT Unit 1,INNOGY01,0,25,P,0.0225389,0,0,10,10,TRUE,FALSE,_H,Southern,
DIDC02G,E_DIDC2G,48W00000DIDC02GZ,OCGT,RWE Generation UK plc,E,TRUE,Didcot OCGT Unit 2,INNOGY01,0,25,P,0.0225389,0,0,10,10,TRUE,FALSE,_H,Southern,
DIDC03G,E_DIDC3G,48W00000DIDC03GW,OCGT,RWE Generation UK plc,E,TRUE,Didcot OCGT Unit 3,INNOGY01,0,25,P,0.0225389,0,0,10,10,TRUE,FALSE,_H,Southern,
DIDC04G,E_DIDC4G,48W00000DIDC04GT,OCGT,RWE Generation UK plc,E,TRUE,Didcot OCGT Unit 4,INNOGY01,0,25,P,0.0225389,0,0,10,10,TRUE,FALSE,_H,Southern,
LBAR-1G,T_LBAR-1G,48W00000LBAR-1G7,OCGT,RWE Generation UK plc,T,TRUE,Little Barford OCGT,INNOGY01,0,25,P,0.0083715,0,0,10,10,TRUE,FALSE,,,
MYGPW-1,T_MYGPW-1,,WIND,Minnygap Energy Limited,T,TRUE,Minnygap Wind Farm,MEL,-0.4,25,P,-0.0377779,-0.16,-0.16,10,10,TRUE,FALSE,,,
TULWW-2,E_TULWW-2,48W00000TULWW-2S,WIND,Eneco Energy Trade,E,TRUE,Tullo Extension,ENECOUK,-0.4,25,C,-0.0560366,-0.16,-0.16,10,10,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
RSHLW-1,2__PEDGE004,48W00000RSHLW-1S,WIND,Edgware Energy Limited,S,TRUE,2__PEDGE004,EDGWARE,0,24.7,C,-0.0560366,0,0,5.777,5.777,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
FFSE01,2__FFSEN005,,,F & S Energy Ltd.,S,TRUE,2__FFSENOK5,FSE0001,-23.922,24.479,C,-0.0004839,-0.371,-0.416,0.379,0.426,FALSE,FALSE,_F,_F - Northern,
FASN3,E_FASN-3,48W0000000FASN33,NPSHYD,SSE Generation Ltd,E,TRUE,Fasnakyle  G3,SSEGEN,-0.2,24.2,P,-0.0560366,-0.08,-0.08,9.68,9.68,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
AG-NEDF02,2__NLOND002,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S Scot 2,LENCO,-2,24,C,-0.0377779,-0.129,-0.073,1.543,0.878,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NEDF03,2__NLOND003,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S Scot 3,LENCO,-2,24,C,-0.0377779,-0.141,-0.079,1.697,0.953,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
NEE-ENR01,2__FENRD000,,,British Gas Trading Ltd,G,TRUE,2__FENRD000,BRITGAS,-113.362,24,C,-0.0004839,-64.616,-45.934,13.68,9.725,FALSE,FALSE,_F,_F - Northern,
NEE-GDF01,2__FRWED000,,,ENGIE Power Limited,G,TRUE,2__FRWED000,RWETDL,-116,24,C,-0.0004839,-69.09,-57.849,14.294,11.969,FALSE,FALSE,_F,_F - Northern,
PGSOU-1,E_PGSOUT,,,Peak Gen Top Co Limited,E,TRUE,E_PGSOUT,PEAKGEN,-0.5,24,P,0.0225389,-0.2,-0.2,9.6,9.6,TRUE,FALSE,_H,Southern,
SSC-EON01,2__NEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__NEOND000,NITTWO01,-150,24,C,-0.0377779,-78.48,-78.675,12.557,12.588,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
CRDEW-1,T_CRDEW-1,,WIND,EDF Energy Customers Limited,T,TRUE,Crossdykes WF-1,LENCO,-0.2,23.764,C,-0.0377779,-0.08,-0.08,9.506,9.506,TRUE,FALSE,,,
CRDEW-2,T_CRDEW-2,,WIND,EDF Energy Customers Limited,T,TRUE,Crossdykes WF-2,LENCO,-0.2,23.327,C,-0.0377779,-0.08,-0.08,9.331,9.331,TRUE,FALSE,,,
FASN2,T_FASN-2,48W0000000FASN25,NPSHYD,SSE Generation Ltd,T,TRUE,Fasnakyle  G2,SSEGEN,-0.022,23.28,P,-0.0560366,-0.009,-0.009,9.312,9.312,TRUE,FALSE,,,
FASN-1,T_FASN-1,48W000000FASN-18,NPSHYD,SSE Generation Ltd,T,TRUE,Fasnakyle G1,SSEGEN,-0.02,23.04,P,-0.0560366,-0.008,-0.008,9.216,9.216,TRUE,FALSE,,,
BNWKW-1,E_BNWKW-1,48W00000BNWKW-1W,WIND,Eneco Energy Trade,E,TRUE,Burn of Whilk Windfarm,ENECOUK,-0.1,22.5,P,-0.0560366,-0.04,-0.04,9,9,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
